"ec_num","comments"
"1.1.1.254","Specific for the (S)-enantiomer of carnitine, i.e., the enantiomer of the substrate of EC 1.1.1.108 carnitine 3-dehydrogenase"
"1.1.1.255",The enzyme from Apium graveolens (celery) oxidizes alditols with a minimum requirement of 2R chirality at the carbon adjacent to the primary carbon undergoing the oxidation. The enzyme is specific for NAD+ and does not use NADP+.
"1.1.1.256",Involved in the pathway for fluorene metabolism in Arthrobacter sp.
"1.1.1.257",Involved in the toluene-4-sulfonate degradation pathway in Comamonas testosteroni.
"1.1.1.258",Involved in the cyclohexanol degradation pathway in Acinetobacter NCIB 9871.
"1.1.1.259",Involved in the anaerobic pathway of benzoate degradation in bacteria.
"1.1.1.260","Studies on the effects of growth-stage and nutrient supply on the stereochemistry of sulcatone reduction in Clostridia pasteurianum, C. tyrobutyricum and Lactobacillus brevis suggest that there may be at least two sulcatone reductases with different stereospecificities."
"1.1.1.261","This enzyme is found primarily as a Zn2+-dependent form in archaea but a Ni2+-dependent form has been found in Gram-positive bacteria [6]. The Zn2+-dependent metalloenzyme is responsible for the formation of archaea-specific sn-glycerol-1-phosphate, the first step in the biosynthesis of polar lipids in archaea. It is the enantiomer of sn-glycerol 3-phosphate, the form of glycerophosphate found in bacteria and eukaryotes. The other enzymes involved in the biosynthesis of polar lipids in archaea are EC 2.5.1.41 (phosphoglycerol geranylgeranyltransferase) and EC 2.5.1.42 (geranylgeranylglycerol-phosphate geranylgeranyltransferase), which together alkylate the hydroxy groups of glycerol 1-phosphate to give unsaturated archaetidic acid, which is acted upon by EC 2.7.7.67 (CDP-archaeol synthase) to form CDP-unsaturated archaeol. The final step in the pathway involves the addition of L-serine, with concomitant removal of CMP, leading to the production of unsaturated archaetidylserine [4]. Activity of the enzyme is stimulated by K+ [2]."
"1.1.1.262", The enzyme is part of the biosynthesis pathway of the cofactor pyridoxal 5'-phosphate found in anaerobic bacteria.
"1.1.1.263","Also reduces pyridine-3-aldehyde and 2,3-butanedione. Acetaldehyde, 2-dehydroglucose (glucosone) and glucuronate are poor substrates, but there is no detectable action on glucose, mannose and fructose."
"1.1.1.264","The enzyme from the bacterium Escherichia coli is specific for 5-dehydro-D-gluconate. cf. EC 1.1.1.366, L-idonate 5-dehydrogenase (NAD+)."
"1.1.1.265","The enzyme purified from Saccharomyces cerevisiae catalyses the reduction of a number of straight-chain and branched aldehydes, as well as some aromatic aldehydes."
"1.1.1.266","The enzymes from the Gram-negative bacteria Aggregatibacter actinomycetemcomitans and Escherichia coli O52 are involved in activation of fucose for incorporation into capsular polysaccharide O-antigens [1,3]. The enzyme from the Gram-positive bacterium Anoxybacillus tepidamans (Geobacillus tepidamans) is involved in activation of fucose for incorporation into the organism's S-layer [2]. The enzyme from Escherichia coli O52 has a higher catalytic efficiency with NADH than with NADPH [3]."
"1.1.1.267","The enzyme requires Mn2+, Co2+ or Mg2+ for activity, with the first being most effective. The enzyme from several eubacteria, including Escherichia coli, forms part of an alternative nonmevalonate pathway for terpenoid biosynthesis (for diagram, {terp/nonMVA}). The mechanism has been shown to be a retroaldol/aldol reaction [2]."
"1.3.1.88",A flavoprotein. The enzyme specifically modifies uracil16 and uracil17 in tRNA. 
"1.1.1.268","The enzyme is highly specific for (R)-2-hydroxyalkyl thioethers of CoM, in contrast to EC 1.1.1.269, 2-(S)-hydroxypropyl-CoM dehydrogenase, which is highly specific for the (S)-enantiomer. This enzyme forms component III of a four-component enzyme system (comprising EC 4.4.1.23 [2-hydroxypropyl-CoM lyase; component I], EC 1.8.1.5 [2-oxopropyl-CoM reductase (carboxylating); component II], EC 1.1.1.268 [2-(R)-hydroxypropyl-CoM dehydrogenase; component III] and EC 1.1.1.269 [2-(S)-hydroxypropyl-CoM dehydrogenase; component IV]) that is involved in epoxyalkane carboxylation in Xanthobacter sp. strain Py2."
"1.1.1.269","The enzyme is highly specific for (2S)-2-hydroxyalkyl thioethers of CoM, in contrast to EC 1.1.1.268, 2-(R)-hydroxypropyl-CoM dehydrogenase, which is highly specific for the (R)-enantiomer. This enzyme forms component IV of a four-component enzyme system {comprising EC 4.4.1.23 (2-hydroxypropyl-CoM lyase; component I), EC 1.8.1.5 [2-oxopropyl-CoM reductase (carboxylating); component II], EC 1.1.1.268 [2-(R)-hydroxypropyl-CoM dehydrogenase; component III] and EC 1.1.1.269 [2-(S)-hydroxypropyl-CoM dehydrogenase; component IV]} that is involved in epoxyalkane carboxylation in Xanthobacter sp. strain Py2."
"1.1.1.270","The enzyme acts on multiple 3beta-hydroxysteroids. Participates in the biosynthesis of zemosterol and cholesterol, where it catalyses the reaction in the opposite direction to that shown. The mammalian enzyme is bifunctional and also catalyses EC 1.1.1.62, 17beta-estradiol 17-dehydrogenase [4]."
"1.1.1.271",Both human and Escherichia coli enzymes can use NADH in place of NADPH to a slight extent.
"1.1.1.272","This enzyme, characterized from the halophilic archaeon Haloferax mediterranei and the mold Aspergillus oryzae, catalyses a stereospecific reduction of 2-oxocarboxylic acids into the corresponding D-2-hydroxycarboxylic acids. The enzyme prefers substrates with a main chain of 5 carbons (such as 4-methyl-2-oxopentanoate) to those with a shorter chain, and can use NADH with much lower efficiency. cf. EC 1.1.1.345, (D)-2-hydroxyacid dehydrogenase (NAD+)."
"1.1.1.273",Also acts on related alkaloids with an endo-aldehyde group as vellosimine (same stereochemistry at C-16) but only slight activity with exo-aldehydes. Detected in many cell suspension cultures of plants from the family Apocynaceae.
"1.1.1.274","The enzyme is involved in the catabolism of 2,5-didehydrogluconate. cf. EC 1.1.1.346, 2,5-didehydrogluconate reductase (2-dehydro-L-gulonate-forming)."
"1.1.1.343","Highly specific for NAD+. The enzyme catalyses both the oxidation and decarboxylation of 6-phospho-D-gluconate. In the bacterium Methylobacillus flagellatus the enzyme participates in a formaldehyde oxidation pathway [4]. cf. EC 1.1.1.44, phosphogluconate dehydrogenase (NADP+-dependent, decarboxylating)."
"1.1.1.275",NADP+ cannot replace NAD+. Forms part of the monoterpenoid biosynthesis pathway in Carum carvi (caraway) seeds.
"1.1.1.276","NAD+ cannot replace NADP+ [cf. EC 1.1.1.387, serine 3-dehydrogenase (NAD+)]."
"1.1.1.279","Also acts on ethyl (R)-3-oxobutanoate and some other (R)-3-hydroxy acid esters. The (R)- symbol is allotted on the assumption that no substituents change the order of priority from O-3 > C-2 > C-4. A subunit of yeast fatty acid synthase EC 2.3.1.86, fatty-acyl-CoA synthase system. cf. EC 1.1.1.280, (S)-3-hydroxyacid ester dehydrogenase."
"1.1.1.280",Also acts on 4-oxo- and 5-oxo-fatty acids and their esters. cf. EC 1.1.1.279 (R)-3-hydroxyacid-ester dehydrogenase.
"1.1.1.281","This enzyme differs from EC 1.1.1.187, GDP-4-dehydro-D-rhamnose reductase, in that the only product formed is GDP-alpha-D-rhamnose. D-Rhamnose is a constituent of lipopolysaccharides of Gram-negative plant and human pathogenic bacteria."
"1.1.1.282","This is the second shikimate dehydrogenase enzyme found in Escherichia coli. It can use both quinate and shikimate as substrates and either NAD+ or NADP+ as acceptor. The low catalytic efficiency with both quinate and shikimate suggests that neither may be the physiological substrate. cf. EC 1.1.1.24, quinate/shikimate dehydrogenase (NAD+), EC 1.1.5.8, quinate/shikimate dehydrogenase (quinone), and EC 1.1.1.25, shikimate dehydrogenase (NADP+)."
"1.1.1.283","The enzyme from the yeast Saccharomyces cerevisiae catalyses the reduction of a keto group in a number of compounds, forming enantiopure products. Among the substrates are methylglyoxal (which is reduced to (S)-lactaldehyde) [1,2], 3-methylbutanal [3], hexane-2,5-dione [4] and 3-chloro-1-phenylpropan-1-one [5]. The enzyme differs from EC 1.1.1.78, methylglyoxal reductase (NADH), which is found in mammals, by its cosubstrate requirement, reaction direction, and enantiomeric preference."
"1.1.1.284","The substrate, S-(hydroxymethyl)glutathione, forms spontaneously from glutathione and formaldehyde; its rate of formation is increased in some bacteria by the presence of EC 4.4.1.22, S-(hydroxymethyl)glutathione synthase. This enzyme forms part of the pathway that detoxifies formaldehyde, since the product is hydrolysed by EC 3.1.2.12, S-formylglutathione hydrolase. The human enzyme belongs to the family of zinc-dependent alcohol dehydrogenases. Also specifically reduces S-nitrosylglutathione."
"1.1.1.286","Requires Mn2+ and K+ or NH4+ for activity. Unlike EC 1.1.1.41, isocitrate dehydrogenase (NAD+) and EC 1.1.1.87, homoisocitrate dehydrogenase, this enzyme, from Pyrococcus horikoshii, can use both isocitrate and homoisocitrate as substrates. The enzyme may play a role in both the lysine and glutamate biosynthesis pathways."
"1.1.1.287","The enzyme from the rust fungus Uromyces fabae can use D-arabinitol and D-mannitol as substrates in the forward direction and D-xylulose, D-ribulose and, to a lesser extent, D-fructose as substrates in the reverse direction. This enzyme carries out the reactions of both EC 1.1.1.11, D-arabinitol 4-dehydrogenase and EC 1.1.1.250, D-arabinitol 2-dehydrogenase, but unlike them, uses NADP+ rather than NAD+ as cofactor. D-Arabinitol is capable of quenching reactive oxygen species involved in defense reactions of the host plant."
"1.1.1.288","Requires a molybdenum cofactor for activity. NADP+ cannot replace NAD+ and short-chain alcohols such as ethanol, isopropanol, butanol and cyclohexanol cannot replace xanthoxin as substrate [3]. Involved in the abscisic-acid biosynthesis pathway in plants, along with EC 1.2.3.14 (abscisic-aldehyde oxidase), EC 1.13.11.51 (9-cis-epoxycarotenoid dioxygenase) and EC 1.14.14.137 [(+)-abscisic acid 8'-hydroxylase]. Abscisic acid is a sesquiterpenoid plant hormone that is involved in the control of a wide range of essential physiological processes, including seed development, germination and responses to stress [3]."
"1.1.2.2","The enzyme from the bacterium Gluconobacter oxydans acts on polyols with a D-lyxo configuration, such as D-mannitol and D-sorbitol, with preference towards the former."
"1.1.2.3",Identical with cytochrome b2; a flavohemoprotein (FMN).
"1.1.2.4",A flavoprotein (FAD).
"1.1.2.5",The enzyme from the sulfate-reducing bacterium Desulfovibrio vulgaris can also act on (R)-2-hydroxybutanoate.
"1.1.3.3",A flavoprotein (FAD).
"1.1.3.4",A flavoprotein (FAD).
"1.1.3.5","A copper glycoprotein. Also oxidizes D-galactose, D-mannose, maltose, lactose and cellobiose."
"1.1.3.6","Contains FAD. Cholesterol oxidases are secreted bacterial bifunctional enzymes that catalyse the first two steps in the degradation of cholesterol. The enzyme catalyses the oxidation of the 3beta-hydroxyl group to a keto group, and the isomerization of the double bond in the oxidized steroid ring system from the Delta5 position to Delta6 position (cf. EC 5.3.3.1, steroid Delta-isomerase)."
"1.1.3.7",Oxidizes many primary alcohols containing an aromatic ring; best substrates are (2-naphthyl)methanol and 3-methoxybenzyl alcohol.
"1.1.3.8","A microsomal flavoprotein (FAD). The product spontaneously isomerizes to L-ascorbate. While most higher animals can synthesize asborbic acid, primates and guinea pigs cannot [3]."
"1.1.3.9",A copper protein.
"1.1.3.10","A flavoprotein (FAD). Also oxidizes D-xylose, L-sorbose and D-glucono-1,5-lactone, which have the same ring conformation and configuration at C-2, C-3 and C-4."
"1.1.3.11","Also acts on D-glucose, D-galactose and D-xylose, but not on D-fructose. 2,6-Dichloroindophenol can act as acceptor."
"1.1.3.12","A flavoprotein. Can also use 2,6-dichloroindophenol as an acceptor."
"1.1.3.13","The enzymes from the fungi Candida methanosorbosa and several Basidiomycetes species contain an FAD cofactor [1,3]. The enzyme from the phytopathogenic fungi Colletotrichum graminicola and Colletotrichum gloeosporioides utilize a mononuclear copper-radical mechanism [4]. The enzyme acts on primary alcohols and unsaturated alcohols, and has much lower activity with branched-chain and secondary alcohols."
"1.1.3.15","A flavoprotein (FMN). Exists as two major isoenzymes; the A form preferentially oxidizes short-chain aliphatic hydroxy acids, and was previously listed as EC 1.1.3.1, glycolate oxidase; the B form preferentially oxidizes long-chain and aromatic hydroxy acids. The rat isoenzyme B also acts as EC 1.4.3.2, L-amino-acid oxidase."
"1.1.3.16","2,6-Dichloroindophenol can act as an acceptor."
"1.1.3.17","A flavoprotein (FAD). In many bacteria, plants and animals, the osmoprotectant betaine is synthesized using different enzymes to catalyse the conversion of (1) choline into betaine aldehyde and (2) betaine aldehyde into betaine. In plants, the first reaction is catalysed by EC 1.14.15.7, choline monooxygenase, whereas in animals and many bacteria, it is catalysed by either membrane-bound choline dehydrogenase (EC 1.1.99.1) or soluble choline oxidase (EC 1.1.3.17) [6]. The enzyme involved in the second step, EC 1.2.1.8, betaine-aldehyde dehydrogenase, appears to be the same in those plants, animals and bacteria that use two separate enzymes."
"1.1.3.18","Acts on secondary alcohols with five or more carbons, and polyvinyl alcohols with molecular mass over 300 Da. The Pseudomonas enzyme contains one atom of non-heme iron per molecule."
"1.1.3.19","A flavoprotein (FAD), requires Mn2+. The enzyme from the bacterium Pseudomonas putida is involved in the degradation of mandelate. "
"1.1.3.20",Oxidizes long-chain fatty alcohols; best substrate is dodecyl alcohol.
"1.1.3.21",A flavoprotein (FAD).
"1.1.3.23",A flavoprotein (FAD). The product differs from thiamine in replacement of -CH2.CH2.OH by -CH2.COOH; the two-step oxidation proceeds without the release of the intermediate aldehyde from the enzyme.
"1.1.3.24","A flavoprotein. Acts on the 1,4-lactones of L-galactonic, D-altronic, L-fuconic, D-arabinic and D-threonic acids; not identical with EC 1.1.3.8 L-gulonolactone oxidase. (cf. EC 1.3.2.3 galactonolactone dehydrogenase)."
"1.1.3.28","Other purine and pyrimidine nucleosides (as well as 2'-deoxyribonucleosides) are substrates, but ribose and nucleotides are not substrates. The overall reaction takes place in two separate steps, with the 5'-dehydro nucleoside being released from the enzyme to serve as substrate for the second reaction. This enzyme differs from EC 1.1.3.39, nucleoside oxidase (H2O2-forming), as it produces water rather than hydrogen peroxide."
"1.1.3.29","The enzyme, found in bacteria, also acts more slowly on N-acetyl-D-mannosamine."
"1.1.3.37","A flavoprotein (FAD). L-Galactono-1,4-lactone, L-gulono-1,4-lactone and L-xylono-1,4-lactone can also act as substrates but D-glucono-1,5-lactone, L-arabinono-1,4-lactone, D-galactono-1,4-lactone and D-gulono-1,4-lactone cannot [1]. With L-galactono-1,4-lactone as substrate, the product is L-ascorbate [3]. The product dehydro-D-arabinono-1,4-lactone had previously been referred to erroneously as D-erythroascorbate (CAS no.: 5776-48-7; formula: C6H8O6), although it was referred to as a five-carbon compound [1]."
